Lead_ID,First_Name,Last_Name,Email_Address,Phone,Company,Job_Title,Industry_Sector,Status,Source,Country_Code,State,Zip_Code,Annual_Revenue_USD,Employee_Count,Size,Rating,Score,Campaign_Code,Product_Interest,Date_Created,Date_Converted,Last_Activity,Notes,Web_Site,Region
LATAM-LEAD-000035,Isabel,González,isabel.gonzález@tecnobrasil.com.ar,+54 9 90 6129-9267,TecnoBrasil,gerente,Technology,Converted,Advertisement,,,51735.0,45286716.0,1005.0,11-50,A,10.0,T4-2024-WEBINAR,Analytics Platform,2024-01-29,2024-05-17,2024-04-06,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000036,Isabel,Rodríguez,,+55 77 95375-9765,CloudChile,Director,Health,Converted,Referral,Brazil,,,,3786.0,201-1000,,,CUMBRE-TECH-2024,,2023-10-08,2024-01-26,2023-12-14,Lead from Partner,www.cloudchile.com.br,LATAM
LATAM-LEAD-000037,José,González,JOSÉ.GONZÁLEZ@dataargentina.com,+55 52 98921-6271,DataArgentina,VP Marketing,Financial Services,,Email Marketing,PE,MG,21265.0,25992880.0,1971.0,1 to 10,HOT,45.0,CUMBRE-TECH-2024,cloud suite,2023-03-21,,2023-04-02,Lead from LinkedIn,www.dataargentina.com.br,LATAM
LATAM-LEAD-000038,Ricardo,Fernández,ricardo@invalid,+55 86 96911-7196,TecnoBrasil,VP Marketing,Technology,Nurturing,Email Marketing,Argentina,,59507.0,17308373.0,,Medium,Warm,,T4-2024-WEBINAR,Cloud,2022-10-02,,2022-11-30,Lead from Email Marketing,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000039,Ana,Martínez,ana@invalid,+51 101312566,DigitalPeru,VP Ventas,Finance,New,LinkedIn,Brazil,,37332.0,34265802.0,2166.0,1000+,B,67.0,,Analytics Platform,2024-04-18,,2024-05-15,Lead from web form,www.digitalperu.com.br,LATAM
LATAM-LEAD-000040,Carlos,López,carlos.lópez@example.com.br,+55 78 94558-9341,,,Manufacturing,Converted,Email Marketing,Chile,,53076.0,30545580.0,4031.0,11-50,HOT,25.0,T4-2024-WEBINAR,,2024-04-03,2024-09-19,2024-06-12,Lead from Referral,,LATAM
LATAM-LEAD-000041,Maria,López,maria.lópez@digitalperu.com.br,+55 70 97261-6884,DigitalPeru,gerente,Retail,Converted,LinkedIn,Argentina,MG,42908.0,,4966.0,1-10,Warm,44.0,PROMO-NAVIDAD-2024,Cloud,2022-03-13,2022-08-12,2022-05-05,Lead from Cold Call,www.digitalperu.com.br,LATAM
LATAM-LEAD-000042,Miguel,Oliveira,miguel.oliveira@solucionessmart.com.ar,+51 800480025,SolucionesSmart,Jefe de TI,Finance,New,Advertisement,BR,,18688.0,,4062.0,1 to 10,B,,PROMO-NAVIDAD-2024,Analytics Platform,2023-06-26,,2023-07-26,Lead from Website,,LATAM
LATAM-LEAD-000043,Patricia,González,patricia.gonzález@digitalperu.com.br,+57 262160092,DigitalPeru,VP Marketing,Manufacturing,Qualified,web form,CL,,20240.0,20135170.0,1529.0,1000+,Hot,88.0,t4-2024-webinar,,2022-07-22,,2022-09-13,,www.digitalperu.com.br,LATAM
LATAM-LEAD-000044,Patricia,Silva,PATRICIA.SILVA@tecnobrasil.com.co,+54 9 67 3782-1918,TecnoBrasil,VP Ventas,Technology,Converted,Web Form,Peru,RJ,64277.0,4802884.0,1620.0,Medium,Hot,,EMAIL-NUTRICION,Integration Tools,2023-01-30,2023-02-25,2023-02-02,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000045,José,Martínez,josé.martínez@tecnobrasil.com.br,+55 21 91788-4345,TecnoBrasil,gerente,Tech,Nurturing,web form,Brazil,MG,95863.0,9665365.0,214.0,1000+,C,90.0,CUMBRE-TECH-2024,,2022-02-23,,2022-03-09,Lead from Referral,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000046,Fernando,Santos,,,,CEO,Manufacturing,Disqualified,Trade Show,BR,,,1133258.0,1493.0,201-1000,B,18.0,t4-2024-webinar,,2022-01-13,,2022-03-28,,,LATAM
LATAM-LEAD-000047,Laura,González,laura.gonzález@example.cl,+55 26 97705-7700,,Director,,New,Advertisement,Peru,,,9088328.0,2835.0,Small,C,,T4-2024-WEBINAR,Analytics Platform,2023-01-05,,,Lead from Referral,,LATAM
LATAM-LEAD-000048,Carmen,Pérez,carmen.pérez@dataargentina.com,+55 81 97011-9416,DataArgentina,VP Marketing,Healthcare,,LinkedIn,Colombia,SP,75562.0,21035385.0,203.0,,A,84.0,,Cloud Suite,2022-12-16,,2022-12-30,Lead from Advertisement,,LATAM
LATAM-LEAD-000049,Patricia,Oliveira,patricia.oliveira@dataargentina.com.ar,,DataArgentina,VP Ventas,Retail,Converted,Email Marketing,Argentina,,67284.0,2722124.0,970.0,201-1000,,55.0,PROMO-NAVIDAD-2024,Analytics Platform,2024-06-14,,2024-06-15,,www.dataargentina.com.br,LATAM
LATAM-LEAD-000050,Ana,Morales,,+55 37 90032-1998,,Gerente,Technology,Converted,,CO,BA,62862.0,39945465.0,49.0,1-10,Warm,,T4-2024-WEBINAR,Integration Tools,2022-10-31,,2022-11-02,Lead from Referral,,LATAM
LATAM-LEAD-000051,Miguel,Fernández,miguel.fernández@cloudchile.com,+54 9 68 1732-7360,CloudChile,Gerente,Health,Converted,Email Marketing,AR,SP,81776.0,17414974.0,342.0,1-10,Hot,75.0,,Security Suite,2023-04-27,2023-08-22,2023-05-28,Lead from Referral,www.cloudchile.com.br,LATAM
LATAM-LEAD-000052,Ana,González,ana.gonzález@dataargentina.cl,+54 9 28 6063-3458,DataArgentina,Gerente,Retail,Contacted,Website,AR,SP,,16150662.0,3377.0,1-10,HOT,73.0,,Cloud,2022-07-16,,2022-09-28,Lead from Trade Show,www.dataargentina.com.br,LATAM
LATAM-LEAD-000053,Miguel,González,miguel.gonzález@cloudchile.com.ar,+54 9 21 9306-3493,CloudChile,VP Ventas,,Converted,LinkedIn,CO,BA,29567.0,26345071.0,4358.0,Small,Warm,88.0,CUMBRE-TECH-2024,Analytics Platform,2022-04-20,2022-06-28,2022-06-04,Lead from LinkedIn,www.cloudchile.com.br,LATAM
LATAM-LEAD-000054,José,García,josé.garcía@solucionessmart.com,+54 9 52 2756-9994,SolucionesSmart,Director,,Converted,Partner,Brasil,BA,12346.0,26781326.0,269.0,1-10,HOT,28.0,T4-2024-WEBINAR,Security Suite,2024-07-19,2024-08-29,2024-07-22,,,LATAM
LATAM-LEAD-000055,Ana,Pérez,ana.pérez@cloudchile.com.ar,,CloudChile,VP Marketing,Financial Services,Converted,Email Marketing,Brasil,,44667.0,48104992.0,4087.0,Medium,,28.0,t4-2024-webinar,cloud suite,2024-07-27,,2024-09-13,Lead from Trade Show,www.cloudchile.com.br,LATAM
LATAM-LEAD-000056,José,González,josé.gonzález@futurotech.com.br,+55 73 93358-6064,FuturoTech,,Healthcare,Disqualified,Trade Show,Argentina,MG,,35987005.0,2613.0,11-50,Cold,85.0,PROMO-NAVIDAD-2024,Integration Tools,2023-03-25,,2023-03-25,Lead from Partner,www.futurotech.com.br,LATAM
LATAM-LEAD-000057,Miguel,Martínez,miguel.martínez@futurotech.com.co,+54 9 79 8241-9366,FuturoTech,CTO,Consumer Goods,Disqualified,Trade Show,Colombia,SP,85783.0,,133.0,1-10,,13.0,,Security Suite,2022-11-09,,2023-01-09,Lead from Cold Call,,LATAM
LATAM-LEAD-000058,Carmen,Rodríguez,CARMEN.RODRÍGUEZ@innovacolombia.com.ar,+57 371418117,InnovaColombia,Dir,TECH,Converted,Email Marketing,BR,,12253.0,44386804.0,2328.0,11-50,Warm,,t4-2024-webinar,Cloud,2023-09-22,2023-12-28,2023-10-17,Lead from Referral,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000059,Isabel,García,isabel.garcía@tecnobrasil.com,+51 654928234,TecnoBrasil,CTO,Consumer Goods,Converted,Partner,CO,,44035.0,1327189.0,815.0,11-50,Hot,,PROMO-NAVIDAD-2024,cloud suite,2024-05-28,2024-11-18,2024-07-06,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000060,Maria,Morales,,+51 555141926,CloudChile,Gerente,Retail,Contacted,Advertisement,BR,,76222.0,4022792.0,521.0,201-1000,Warm,70.0,,Cloud,2023-05-22,,2023-05-28,,www.cloudchile.com.br,LATAM
LATAM-LEAD-000061,Carlos,Silva,carlos.silva@innovacolombia.com.co,+54 9 69 7798-1746,InnovaColombia,Director,,NEW,Partner,BR,BA,90850.0,3517756.0,2126.0,11-50,B,81.0,EMAIL-NUTRICION,cloud suite,2023-09-02,,2023-10-18,Lead from Website,,LATAM
LATAM-LEAD-000062,Ana,González,,,SolucionesSmart,gerente,Health,Converted,Website,Colombia,SP,71339.0,3874074.0,3843.0,11-50,,,T4-2024-WEBINAR,Cloud,2023-04-03,2023-05-04,2023-04-17,Lead from Advertisement,www.solucionessmart.com.br,LATAM
LATAM-LEAD-000063,José,Oliveira,JOSÉ.OLIVEIRA@innovacolombia.com.ar,,InnovaColombia,gerente,Financial Services,Converted,Web Form,BR,,,36945516.0,2892.0,Large,Hot,,t4-2024-webinar,Security Suite,2024-02-26,2024-03-28,2024-04-03,,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000064,Ana,López,,,CloudChile,Dir,,Contacted,Partner,CO,MG,97343.0,26200888.0,2930.0,11-50,,15.0,PROMO-NAVIDAD-2024,Cloud,2022-11-29,,2023-01-14,Lead from Cold Call,,LATAM
LATAM-LEAD-000065,Carlos,Morales,,,DataArgentina,CEO,Retail,Qualified,Email Marketing,Brazil,,30518.0,14319113.0,931.0,1 to 10,A,36.0,,cloud suite,2024-04-12,,2024-04-20,,,LATAM
LATAM-LEAD-000066,Maria,Morales,,+55 19 96177-8803,FuturoTech,Jefe de TI,TECH,Converted,,CL,MG,42121.0,41336013.0,1916.0,1000+,Warm,,CUMBRE-TECH-2024,Cloud Suite,2022-06-02,,2022-07-07,Lead from Partner,,LATAM
LATAM-LEAD-000067,José,González,josé.gonzález@futurotech.com.br,+57 629010366,FuturoTech,Jefe de TI,Financial Services,Converted,Cold Call,Argentina,,22905.0,17521282.0,383.0,1 to 10,HOT,,t4-2024-webinar,Integration Tools,2022-09-08,2022-12-04,,,,LATAM
LATAM-LEAD-000068,Laura,Martínez,laura.martínez@digitalperu.com.br,+55 74 97599-3007,DigitalPeru,Jefe de TI,Tech,NEW,Trade Show,PE,RJ,18021.0,32760272.0,1879.0,,Hot,56.0,CUMBRE-TECH-2024,cloud suite,2024-05-15,,,Lead from Email Marketing,www.digitalperu.com.br,LATAM
LATAM-LEAD-000069,Ricardo,Oliveira,ricardo.oliveira@futurotech.com,+55 67 93046-9457,FuturoTech,CTO,Technology,Converted,Advertisement,CL,RJ,,25416614.0,1188.0,Large,Warm,90.0,PROMO-NAVIDAD-2024,Security Suite,2022-04-13,2022-06-19,2022-06-22,Lead from Partner,www.futurotech.com.br,LATAM
LATAM-LEAD-000070,Laura,Oliveira,laura.oliveira@solucionessmart.com.co,+57 655137912,SolucionesSmart,gerente,Tech,Converted,web form,PE,,,24964928.0,2137.0,1-10,C,87.0,,cloud suite,2022-09-14,2023-01-22,2022-10-02,Lead from web form,www.solucionessmart.com.br,LATAM
LATAM-LEAD-000071,Maria,Martínez,maria.martínez@example.com.co,+51 739283070,,,Finance,New,Email Marketing,Chile,,20089.0,1953630.0,4326.0,1000+,Cold,61.0,PROMO-NAVIDAD-2024,cloud suite,2024-05-28,,2024-06-13,Lead from LinkedIn,,LATAM
LATAM-LEAD-000072,José,Silva,josé.silva@cloudchile.com.co,+57 557334957,CloudChile,Dir,Financial Services,Qualified,Advertisement,Brasil,SP,30658.0,36553221.0,2377.0,1000+,,29.0,T4-2024-WEBINAR,Security Suite,2022-12-26,,,,www.cloudchile.com.br,LATAM
LATAM-LEAD-000073,Patricia,Silva,PATRICIA.SILVA@innovacolombia.com,,InnovaColombia,CTO,Healthcare,Converted,Website,CL,,17936.0,1796061.0,3701.0,Large,Hot,10.0,EMAIL-NUTRICION,Analytics Platform,2023-01-02,2023-04-18,2023-01-07,Lead from Website,,LATAM
LATAM-LEAD-000074,Carlos,Rodríguez,carlos.rodríguez@innovacolombia.com,+55 66 92619-5565,InnovaColombia,,Tech,Converted,LinkedIn,CO,,83770.0,,2673.0,1000+,Hot,,CUMBRE-TECH-2024,Cloud,2023-03-04,2023-04-20,2023-05-13,Lead from web form,,LATAM
LATAM-LEAD-000075,Patricia,García,patricia.garcía@cloudchile.com,+54 9 54 1782-5890,CloudChile,Dir,Tech,NEW,Web Form,BR,MG,94657.0,11618932.0,1371.0,,B,26.0,,Integration Tools,2024-08-04,,2024-10-23,Lead from Web Form,www.cloudchile.com.br,LATAM
LATAM-LEAD-000076,Carlos,Pérez,carlos.pérez@futurotech.com.br,+54 9 95 2692-3814,FuturoTech,Dir,Technology,,Cold Call,BR,BA,49228.0,16085103.0,2299.0,1000+,Hot,22.0,PROMO-NAVIDAD-2024,Security Suite,2023-09-10,,2023-10-11,,,LATAM
LATAM-LEAD-000077,José,García,josé.garcía@solucionessmart.com.br,,SolucionesSmart,CEO,Education,Converted,Trade Show,Chile,SP,63060.0,37304080.0,2343.0,201-1000,A,31.0,PROMO-NAVIDAD-2024,Analytics Platform,2022-05-18,2022-11-01,2022-06-18,Lead from Cold Call,www.solucionessmart.com.br,LATAM
LATAM-LEAD-000078,José,Silva,JOSÉ.SILVA@tecnobrasil.cl,,TecnoBrasil,Gerente,Finance,Nurturing,Email Marketing,Peru,,27550.0,8012430.0,4076.0,Medium,A,,EMAIL-NUTRICION,Security Suite,2023-12-12,,2024-01-16,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000079,Miguel,Oliveira,miguel.oliveira@digitalperu.com.ar,+54 9 99 4753-2636,DigitalPeru,,Education,NEW,LinkedIn,,MG,45922.0,10243153.0,4177.0,Medium,B,18.0,t4-2024-webinar,Cloud Suite,2022-07-10,,2022-09-02,,www.digitalperu.com.br,LATAM
LATAM-LEAD-000080,Ana,Silva,ana.silva@tecnobrasil.com.ar,+55 98 93772-6437,TecnoBrasil,Jefe de TI,Technology,Disqualified,Email Marketing,Brasil,,28294.0,,2463.0,201-1000,Hot,56.0,EMAIL-NUTRICION,Cloud,2022-11-21,,2022-12-08,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000081,José,Martínez,josé.martínez@digitalperu.cl,+54 9 24 3954-1121,DigitalPeru,CTO,Health,Converted,Advertisement,Colombia,,60096.0,13405960.0,1930.0,51-200,,45.0,,Cloud Suite,2022-09-26,,,Lead from None,www.digitalperu.com.br,LATAM
LATAM-LEAD-000082,Miguel,Rodríguez,miguel.rodríguez@tecnobrasil.com,+51 569486217,TecnoBrasil,,Healthcare,Converted,Partner,BR,,62153.0,44288646.0,1388.0,Small,B,99.0,t4-2024-webinar,cloud suite,2024-11-30,2025-03-02,2025-01-16,,www.tecnobrasil.com.br,LATAM
LATAM-LEAD-000083,José,Pérez,josé.pérez@cloudchile.com.co,,CloudChile,CTO,Finance,Converted,Cold Call,CO,,33629.0,6182725.0,1398.0,51-200,A,11.0,CUMBRE-TECH-2024,Cloud,2022-12-20,2023-01-17,2023-03-06,,,LATAM
LATAM-LEAD-000084,Laura,Costa,laura.costa@futurotech.cl,,FuturoTech,Gerente,Consumer Goods,Converted,Email Marketing,CL,,,43520502.0,,201-1000,Warm,,T4-2024-WEBINAR,Cloud,2024-03-18,2024-03-29,2024-05-04,Lead from None,www.futurotech.com.br,LATAM
LATAM-LEAD-000085,José,Oliveira,josé@invalid,+55 12 98665-3352,DigitalPeru,,Finance,Converted,Website,Brazil,BA,99795.0,3783800.0,3581.0,51-200,,90.0,,,2024-08-07,2024-10-03,2024-08-08,,www.digitalperu.com.br,LATAM
LATAM-LEAD-000086,Isabel,Oliveira,isabel.oliveira@innovacolombia.com.br,,InnovaColombia,CEO,Tech,NEW,Referral,Brazil,,22209.0,20210532.0,1648.0,11-50,,36.0,T4-2024-WEBINAR,,2023-07-10,,,,www.innovacolombia.com.br,LATAM
LATAM-LEAD-000087,Miguel,Pérez,miguel.pérez@solucionessmart.com,+56 979168483,SolucionesSmart,CTO,Tech,New,Referral,Colombia,BA,,1426931.0,4060.0,1 to 10,A,,t4-2024-webinar,Analytics Platform,2024-09-03,,,,www.solucionessmart.com.br,LATAM
LATAM-LEAD-000088,Isabel,Rodríguez,isabel.rodríguez@digitalperu.cl,+54 9 59 5186-8350,DigitalPeru,Dir,Technology,Converted,Cold Call,Chile,,39542.0,9281531.0,4661.0,1-10,B,22.0,PROMO-NAVIDAD-2024,Cloud,2023-07-02,2023-08-28,2023-09-30,,www.digitalperu.com.br,LATAM
